123456789,100,700,750,
2014,7,14,7,24
0,1020,102,,
100,1039,104,,
200,1056,106,,
300,1072,107,,
400,1084,108,,
500,1093,109,,
600,1099,110,,
700,1100,110,,
800,1097,110,,
900,1091,109,,
1000,1081,108,,
1100,1068,107,,
1200,1052,105,,
1300,1033,103,,
1400,1014,101,,
1500,994,99,,
1600,974,97,,
1700,956,96,,
1800,939,94,,
1900,924,92,,
2000,913,91,,
2100,905,90,,
2200,901,90,,
2300,900,90,,
2400,904,90,,
2500,912,91,,
2600,923,92,,
2700,937,94,,
2800,954,95,,
2900,972,97,,
3000,992,99,,
3100,1012,101,,
3200,1031,103,,
3300,1049,105,,
3400,1066,107,,
3500,1079,108,,
3600,1090,109,,
3700,1097,110,,
3800,1100,110,,
3900,1099,110,,
4000,1094,109,,
4100,1085,109,,
4200,1073,107,,
4300,1058,106,,
4400,1041,104,,
4500,1022,102,,
4600,1002,100,,
4700,983,98,,
4800,963,96,,
4900,946,95,,
5000,930,93,,
5100,917,92,,
5200,908,91,,
5300,902,90,,
5400,900,90,,
5500,902,90,,
5600,908,91,,
5700,918,92,,
5800,931,93,,
5900,946,95,,
6000,964,96,,
6100,983,98,,
6200,1003,100,,
6300,1023,102,,
6400,1042,104,,
6500,1059,106,,
6600,1074,107,,
6700,1086,109,,
6800,1094,109,,
6900,1099,110,,
7000,1100,110,,
7100,1097,110,,
7200,1089,109,,
7300,1079,108,,
7400,1065,107,,
7500,1049,105,,
7600,1030,103,,
7700,1011,101,,
7800,991,99,,
7900,971,97,,
8000,953,95,,
8100,936,94,,
8200,922,92,,
8300,911,91,,
8400,904,90,,
8500,900,90,,
8600,901,90,,
8700,905,91,,
8800,913,91,,
8900,925,92,,
9000,940,94,,
9100,957,96,,
9200,975,98,,
9300,995,100,,
9400,1015,101,,
9500,1034,103,,
9600,1052,105,,
9700,1068,107,,
9800,1081,108,,
9900,1091,109,,
360000,1098,1098,,
360100,1100,1100,,
360200,1098,1098,,
360300,1093,1093,,
360400,1084,1084,,
360500,1071,1071,,
360600,1056,1056,,
360700,1038,1038,,
360800,1019,1019,,
360900,999,999,,
361000,979,979,,
361100,960,960,,
361200,943,943,,
361300,928,928,,
361400,915,915,,
361500,906,906,,
361600,901,901,,
361700,900,900,,
361800,903,903,,
361900,909,909,,
362000,920,920,,
362100,933,933,,
362200,949,949,,
362300,967,967,,
362400,987,987,,
362500,1007,1007,,
362600,1026,1026,,
362700,1045,1045,,
362800,1062,1062,,
362900,1076,1076,,
363000,1088,1088,,
363100,1095,1095,,
363200,1099,1099,,
363300,1100,1100,,
363400,1096,1096,,
363500,1088,1088,,
363600,1077,1077,,
363700,1062,1062,,
363800,1046,1046,,
363900,1027,1027,,
364000,1007,1007,,
364100,987,987,,
364200,968,968,,
364300,950,950,,
364400,934,934,,
364500,920,920,,
364600,910,910,,
364700,903,903,,
364800,900,900,,
364900,901,901,,
365000,906,906,,
365100,915,915,,
365200,927,927,,
365300,942,942,,
365400,960,960,,
365500,979,979,,
365600,998,998,,
365700,1018,1018,,
365800,1037,1037,,
365900,1055,1055,,
366000,1071,1071,,
366100,1083,1083,,
366200,1093,1093,,
366300,1098,1098,,
366400,1100,1100,,
366500,1098,1098,,
366600,1092,1092,,
366700,1082,1082,,
366800,1069,1069,,
366900,1053,1053,,
367000,1035,1035,,
367100,1016,1016,,
367200,996,996,,
367300,976,976,,
367400,957,957,,
367500,940,940,,
367600,925,925,,
367700,914,914,,
367800,905,905,,
367900,901,901,,
368000,900,900,,
368100,904,904,,
368200,911,911,,
368300,922,922,,
368400,936,936,,
368500,952,952,,
368600,971,971,,
368700,990,990,,
368800,1010,1010,,
368900,1030,1030,,
369000,1048,1048,,
369100,1064,1064,,
369200,1078,1078,,
369300,1089,1089,,
369400,1096,1096,,
369500,1100,1100,,
369600,1099,1099,,
369700,1095,1095,,
369800,1086,1086,,
369900,1075,1075,,
720000,0,106,,
720100,0,104,,
720200,0,102,,
720300,0,100,,
720400,0,98,,
720500,0,96,,
720600,0,95,,
720700,0,93,,
720800,0,92,,
720900,0,91,,
721000,0,90,,
721100,0,90,,
721200,0,90,,
721300,0,91,,
721400,0,92,,
721500,0,93,,
721600,0,95,,
721700,0,96,,
721800,0,98,,
721900,0,100,,
722000,0,102,,
722100,0,104,,
722200,0,106,,
722300,0,107,,
722400,0,109,,
722500,0,109,,
722600,0,110,,
722700,0,110,,
722800,0,110,,
722900,0,109,,
723000,0,108,,
723100,0,107,,
723200,0,105,,
723300,0,103,,
723400,0,101,,
723500,0,99,,
723600,0,97,,
723700,0,95,,
723800,0,94,,
723900,0,92,,
724000,0,91,,
724100,0,90,,
724200,0,90,,
724300,0,90,,
724400,0,90,,
724500,0,91,,
724600,0,92,,
724700,0,94,,
724800,0,96,,
724900,0,97,,
725000,0,99,,
725100,0,101,,
725200,0,103,,
725300,0,105,,
725400,0,107,,
725500,0,108,,
725600,0,109,,
725700,0,110,,
725800,0,110,,
725900,0,110,,
726000,0,109,,
726100,0,108,,
726200,0,107,,
726300,0,106,,
726400,0,104,,
726500,0,102,,
726600,0,100,,
726700,0,98,,
726800,0,96,,
726900,0,94,,
727000,0,93,,
727100,0,92,,
727200,0,91,,
727300,0,90,,
727400,0,90,,
727500,0,90,,
727600,0,91,,
727700,0,92,,
727800,0,93,,
727900,0,95,,
728000,0,97,,
728100,0,99,,
728200,0,101,,
728300,0,102,,
728400,0,104,,
728500,0,106,,
728600,0,108,,
728700,0,109,,
728800,0,109,,
728900,0,110,,
729000,0,110,,
729100,0,110,,
729200,0,109,,
729300,0,108,,
729400,0,106,,
729500,0,105,,
729600,0,103,,
729700,0,101,,
729800,0,99,,
729900,0,97,,
1080000,951,380,,
1080100,935,374,,
1080200,921,368,,
1080300,910,364,,
1080400,903,361,,
1080500,900,360,,
1080600,901,360,,
1080700,906,362,,
1080800,914,366,,
1080900,926,370,,
1081000,941,376,,
1081100,958,383,,
1081200,977,391,,
1081300,997,399,,
1081400,1017,407,,
1081500,1036,414,,
1081600,1054,422,,
1081700,1069,428,,
1081800,1082,433,,
1081900,1092,437,,
1082000,1098,439,,
1082100,1100,440,,
1082200,1098,439,,
1082300,1092,437,,
1082400,1083,433,,
1082500,1070,428,,
1082600,1054,422,,
1082700,1036,415,,
1082800,1017,407,,
1082900,997,399,,
1083000,978,391,,
1083100,959,383,,
1083200,941,377,,
1083300,926,371,,
1083400,914,366,,
1083500,906,362,,
1083600,901,360,,
1083700,900,360,,
1083800,903,361,,
1083900,910,364,,
1084000,921,368,,
1084100,934,374,,
1084200,951,380,,
1084300,969,388,,
1084400,989,395,,
1084500,1008,403,,
1084600,1028,411,,
1084700,1047,419,,
1084800,1063,425,,
1084900,1077,431,,
1085000,1088,435,,
1085100,1096,438,,
1085200,1100,440,,
1085300,1099,440,,
1085400,1095,438,,
1085500,1087,435,,
1085600,1076,430,,
1085700,1061,424,,
1085800,1044,418,,
1085900,1025,410,,
1086000,1006,402,,
1086100,986,394,,
1086200,966,387,,
1086300,948,379,,
1086400,932,373,,
1086500,919,368,,
1086600,909,364,,
1086700,903,361,,
1086800,900,360,,
1086900,901,361,,
1087000,907,363,,
