Force,Position,date
221.42,230.25,Mon Jul 14 2014 07:24:00 GMT-0400 (EDT)
130.39,178.53,Mon Jul 14 2014 07:30:00 GMT-0400 (EDT)
258.15,180.11,Mon Jul 14 2014 07:36:00 GMT-0400 (EDT)
161.47,250.01,Mon Jul 14 2014 07:42:00 GMT-0400 (EDT)
215.28,154.08,Mon Jul 14 2014 07:48:00 GMT-0400 (EDT)
34.49,170.28,Mon Jul 14 2014 07:54:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:00:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:06:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:12:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:18:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:42:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:48:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:54:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:00:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:06:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:12:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:18:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:42:00 GMT-0400 (EDT)
24.14,177.51,Mon Jul 14 2014 09:48:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:54:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:00:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:06:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:12:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:18:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:42:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:48:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:54:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:00:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:06:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:12:00 GMT-0400 (EDT)
278.07,163.28,Mon Jul 14 2014 11:18:00 GMT-0400 (EDT)
266.07,221.38,Mon Jul 14 2014 11:24:00 GMT-0400 (EDT)
134.09,234.49,Mon Jul 14 2014 11:30:00 GMT-0400 (EDT)
293.28,200.38,Mon Jul 14 2014 11:36:00 GMT-0400 (EDT)
223.64,205.12,Mon Jul 14 2014 11:42:00 GMT-0400 (EDT)
274.85,274.53,Mon Jul 14 2014 11:48:00 GMT-0400 (EDT)
108.62,138.28,Mon Jul 14 2014 11:54:00 GMT-0400 (EDT)
61.39,200.98,Mon Jul 14 2014 12:00:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:06:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:12:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:18:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:42:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:48:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:54:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:00:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:06:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:12:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:18:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:42:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:48:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:54:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:00:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:06:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:12:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:18:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:42:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:48:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:54:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 15:00:00 GMT-0400 (EDT)
