Force,Position,date
135.16291666666666,412.58916666666664,Thu Aug 14 2014 07:24:00 GMT-0400 (EDT)
155.64458333333334,448.45458333333335,Thu Aug 14 2014 09:48:00 GMT-0400 (EDT)
192.50083333333333,443.3929166666667,Thu Aug 14 2014 12:12:00 GMT-0400 (EDT)
185.69083333333333,417.4225,Thu Aug 14 2014 14:36:00 GMT-0400 (EDT)
196.73958333333334,421.2758333333333,Thu Aug 14 2014 17:00:00 GMT-0400 (EDT)
220.94958333333332,440.68291666666664,Thu Aug 14 2014 19:24:00 GMT-0400 (EDT)
244.50583333333333,423.70125,Thu Aug 14 2014 21:48:00 GMT-0400 (EDT)
280.80291666666665,442.87958333333336,Fri Aug 15 2014 00:12:00 GMT-0400 (EDT)
279.25708333333336,422.22791666666666,Fri Aug 15 2014 02:36:00 GMT-0400 (EDT)
325.81375,456.15166666666664,Fri Aug 15 2014 05:00:00 GMT-0400 (EDT)
328.53333333333336,476.6308333333333,Fri Aug 15 2014 07:24:00 GMT-0400 (EDT)
338.27,475.1775,Fri Aug 15 2014 09:48:00 GMT-0400 (EDT)
365.2033333333333,487.39916666666664,Fri Aug 15 2014 12:12:00 GMT-0400 (EDT)
393.44166666666666,481.8929166666667,Fri Aug 15 2014 14:36:00 GMT-0400 (EDT)
419.57416666666666,501.23375,Fri Aug 15 2014 17:00:00 GMT-0400 (EDT)
426.83458333333334,516.4983333333333,Fri Aug 15 2014 19:24:00 GMT-0400 (EDT)
494.87916666666666,501.0154166666667,Fri Aug 15 2014 21:48:00 GMT-0400 (EDT)
469.43583333333333,501.42291666666665,Sat Aug 16 2014 00:12:00 GMT-0400 (EDT)
480.56708333333336,516.96625,Sat Aug 16 2014 02:36:00 GMT-0400 (EDT)
472.74,501.60541666666666,Sat Aug 16 2014 05:00:00 GMT-0400 (EDT)
541.5016666666667,527.91625,Sat Aug 16 2014 07:24:00 GMT-0400 (EDT)
527.6666666666666,533.87125,Sat Aug 16 2014 09:48:00 GMT-0400 (EDT)
567.4958333333333,531.0204166666666,Sat Aug 16 2014 12:12:00 GMT-0400 (EDT)
502.1254166666667,513.1554166666666,Sat Aug 16 2014 14:36:00 GMT-0400 (EDT)
563.86875,510.41583333333335,Sat Aug 16 2014 17:00:00 GMT-0400 (EDT)
649.75875,573.7608333333334,Sat Aug 16 2014 19:24:00 GMT-0400 (EDT)
552.7091666666666,564.0941666666666,Sat Aug 16 2014 21:48:00 GMT-0400 (EDT)
626.4058333333334,536.2966666666666,Sun Aug 17 2014 00:12:00 GMT-0400 (EDT)
565.725,573.92625,Sun Aug 17 2014 02:36:00 GMT-0400 (EDT)
594.6033333333334,577.9820833333333,Sun Aug 17 2014 05:00:00 GMT-0400 (EDT)
610.7295833333334,565.5675,Sun Aug 17 2014 07:24:00 GMT-0400 (EDT)
667.5166666666667,593.4320833333334,Sun Aug 17 2014 09:48:00 GMT-0400 (EDT)
716.81,569.39125,Sun Aug 17 2014 12:12:00 GMT-0400 (EDT)
661.5454166666667,572.9795833333334,Sun Aug 17 2014 14:36:00 GMT-0400 (EDT)
695.25125,618.1558333333334,Sun Aug 17 2014 17:00:00 GMT-0400 (EDT)
730.35625,593.335,Sun Aug 17 2014 19:24:00 GMT-0400 (EDT)
608.3995833333333,577.4920833333333,Sun Aug 17 2014 21:48:00 GMT-0400 (EDT)
649.9004166666666,611.7429166666667,Mon Aug 18 2014 00:12:00 GMT-0400 (EDT)
665.5133333333333,629.17625,Mon Aug 18 2014 02:36:00 GMT-0400 (EDT)
617.1116666666667,600.7275,Mon Aug 18 2014 05:00:00 GMT-0400 (EDT)
761.8279166666666,587.5570833333334,Mon Aug 18 2014 07:24:00 GMT-0400 (EDT)
729.98625,624.9795833333334,Mon Aug 18 2014 09:48:00 GMT-0400 (EDT)
649.7120833333333,622.7158333333333,Mon Aug 18 2014 12:12:00 GMT-0400 (EDT)
752.595,651.01375,Mon Aug 18 2014 14:36:00 GMT-0400 (EDT)
733.0120833333333,659.28875,Mon Aug 18 2014 17:00:00 GMT-0400 (EDT)
704.4091666666667,634.9991666666666,Mon Aug 18 2014 19:24:00 GMT-0400 (EDT)
665.3991666666667,638.86125,Mon Aug 18 2014 21:48:00 GMT-0400 (EDT)
694.1991666666667,650.98,Tue Aug 19 2014 00:12:00 GMT-0400 (EDT)
716.7804166666666,667.4591666666666,Tue Aug 19 2014 02:36:00 GMT-0400 (EDT)
701.8795833333334,630.5170833333333,Tue Aug 19 2014 05:00:00 GMT-0400 (EDT)
686.0433333333333,648.9754166666667,Tue Aug 19 2014 07:24:00 GMT-0400 (EDT)
657.4566666666667,662.18125,Tue Aug 19 2014 09:48:00 GMT-0400 (EDT)
632.45625,688.1833333333333,Tue Aug 19 2014 12:12:00 GMT-0400 (EDT)
696.5358333333334,689.2858333333334,Tue Aug 19 2014 14:36:00 GMT-0400 (EDT)
614.4483333333334,681.9458333333333,Tue Aug 19 2014 17:00:00 GMT-0400 (EDT)
566.3383333333334,699.47,Tue Aug 19 2014 19:24:00 GMT-0400 (EDT)
637.0066666666667,691.5091666666667,Tue Aug 19 2014 21:48:00 GMT-0400 (EDT)
582.32625,696.09125,Wed Aug 20 2014 00:12:00 GMT-0400 (EDT)
641.1358333333334,666.2166666666667,Wed Aug 20 2014 02:36:00 GMT-0400 (EDT)
620.6283333333333,698.6641666666667,Wed Aug 20 2014 05:00:00 GMT-0400 (EDT)
625.7841666666667,696.45875,Wed Aug 20 2014 07:24:00 GMT-0400 (EDT)
579.9708333333333,730.2879166666667,Wed Aug 20 2014 09:48:00 GMT-0400 (EDT)
607.6875,698.90625,Wed Aug 20 2014 12:12:00 GMT-0400 (EDT)
596.3941666666667,693.73625,Wed Aug 20 2014 14:36:00 GMT-0400 (EDT)
590.19625,711.92625,Wed Aug 20 2014 17:00:00 GMT-0400 (EDT)
546.7508333333334,720.015,Wed Aug 20 2014 19:24:00 GMT-0400 (EDT)
554.26,686.7525,Wed Aug 20 2014 21:48:00 GMT-0400 (EDT)
534.4004166666666,706.0991666666666,Thu Aug 21 2014 00:12:00 GMT-0400 (EDT)
422.66375,731.1504166666666,Thu Aug 21 2014 02:36:00 GMT-0400 (EDT)
425.105,719.4458333333333,Thu Aug 21 2014 05:00:00 GMT-0400 (EDT)
456.1566666666667,741.4816666666667,Thu Aug 21 2014 07:24:00 GMT-0400 (EDT)
456.1695833333333,741.455,Thu Aug 21 2014 09:48:00 GMT-0400 (EDT)
421.72,716.1895833333333,Thu Aug 21 2014 12:12:00 GMT-0400 (EDT)
394.9291666666667,737.675,Thu Aug 21 2014 14:36:00 GMT-0400 (EDT)
370.81708333333336,747.0729166666666,Thu Aug 21 2014 17:00:00 GMT-0400 (EDT)
369.27916666666664,726.1066666666667,Thu Aug 21 2014 19:24:00 GMT-0400 (EDT)
400.90875,761.8304166666667,Thu Aug 21 2014 21:48:00 GMT-0400 (EDT)
356.90958333333333,732.9820833333333,Fri Aug 22 2014 00:12:00 GMT-0400 (EDT)
324.41541666666666,728.8929166666667,Fri Aug 22 2014 02:36:00 GMT-0400 (EDT)
313.7583333333333,714.7441666666666,Fri Aug 22 2014 05:00:00 GMT-0400 (EDT)
280.09708333333333,759.3270833333333,Fri Aug 22 2014 07:24:00 GMT-0400 (EDT)
264.8304166666667,747.4229166666667,Fri Aug 22 2014 09:48:00 GMT-0400 (EDT)
239.6525,767.395,Fri Aug 22 2014 12:12:00 GMT-0400 (EDT)
293.645,715.70625,Fri Aug 22 2014 14:36:00 GMT-0400 (EDT)
303.20375,746.6708333333333,Fri Aug 22 2014 17:00:00 GMT-0400 (EDT)
283.5875,761.0241666666667,Fri Aug 22 2014 19:24:00 GMT-0400 (EDT)
289.99333333333334,739.84375,Fri Aug 22 2014 21:48:00 GMT-0400 (EDT)
297.62708333333336,773.7766666666666,Sat Aug 23 2014 00:12:00 GMT-0400 (EDT)
292.7104166666667,768.8375,Sat Aug 23 2014 02:36:00 GMT-0400 (EDT)
332.19875,772.9045833333333,Sat Aug 23 2014 05:00:00 GMT-0400 (EDT)
288.05583333333334,765.68125,Sat Aug 23 2014 07:24:00 GMT-0400 (EDT)
311.325,785.9595833333333,Sat Aug 23 2014 09:48:00 GMT-0400 (EDT)
316.4458333333333,787.0858333333333,Sat Aug 23 2014 12:12:00 GMT-0400 (EDT)
307.26958333333334,739.4258333333333,Sat Aug 23 2014 14:36:00 GMT-0400 (EDT)
334.31958333333336,745.93875,Sat Aug 23 2014 17:00:00 GMT-0400 (EDT)
367.9575,763.3133333333334,Sat Aug 23 2014 19:24:00 GMT-0400 (EDT)
334.09833333333336,755.625,Sat Aug 23 2014 21:48:00 GMT-0400 (EDT)
353.07666666666665,773.8391666666666,Sun Aug 24 2014 00:12:00 GMT-0400 (EDT)
358.5179166666667,771.0541666666667,Sun Aug 24 2014 02:36:00 GMT-0400 (EDT)
362.315,761.65125,Sun Aug 24 2014 05:00:00 GMT-0400 (EDT)
361.91875,779.89875,Sun Aug 24 2014 07:24:00 GMT-0400 (EDT)
390.94666666666666,774.0783333333334,Sun Aug 24 2014 09:48:00 GMT-0400 (EDT)
369.4275,754.9245833333333,Sun Aug 24 2014 12:12:00 GMT-0400 (EDT)
410.4625,749.4045833333333,Sun Aug 24 2014 14:36:00 GMT-0400 (EDT)
421.69666666666666,769.33375,Sun Aug 24 2014 17:00:00 GMT-0400 (EDT)
404.33916666666664,761.97125,Sun Aug 24 2014 19:24:00 GMT-0400 (EDT)
472.8933333333333,784.1675,Sun Aug 24 2014 21:48:00 GMT-0400 (EDT)
