Force,Position,date
109.25800000000001,513.694,Mon Jul 14 2014 07:24:00 GMT-0400 (EDT)
87.303,448.67600000000004,Mon Jul 14 2014 08:24:00 GMT-0400 (EDT)
28.439999999999998,99.13,Mon Jul 14 2014 09:24:00 GMT-0400 (EDT)
105.6,480.657,Mon Jul 14 2014 10:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:24:00 GMT-0400 (EDT)
20.884,90.293,Mon Jul 14 2014 12:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:24:00 GMT-0400 (EDT)
44.513999999999996,142.88400000000001,Mon Jul 14 2014 14:24:00 GMT-0400 (EDT)
90.82000000000001,392.64799999999997,Mon Jul 14 2014 15:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 16:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 17:24:00 GMT-0400 (EDT)
34.292,109.127,Mon Jul 14 2014 18:24:00 GMT-0400 (EDT)
61.674,204.176,Mon Jul 14 2014 19:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 20:24:00 GMT-0400 (EDT)
64.484,234.91500000000002,Mon Jul 14 2014 21:24:00 GMT-0400 (EDT)
73.275,227.98899999999998,Mon Jul 14 2014 22:24:00 GMT-0400 (EDT)
84.072,275.38500000000005,Mon Jul 14 2014 23:24:00 GMT-0400 (EDT)
113.638,359.524,Tue Jul 15 2014 00:24:00 GMT-0400 (EDT)
65.92600000000002,219.657,Tue Jul 15 2014 01:24:00 GMT-0400 (EDT)
43.519,108.46900000000001,Tue Jul 15 2014 02:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 03:24:00 GMT-0400 (EDT)
77.764,235.00499999999997,Tue Jul 15 2014 04:24:00 GMT-0400 (EDT)
105.495,322.125,Tue Jul 15 2014 05:24:00 GMT-0400 (EDT)
38.742,105.22200000000001,Tue Jul 15 2014 06:24:00 GMT-0400 (EDT)
37.37,112.13600000000001,Tue Jul 15 2014 07:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 08:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 09:24:00 GMT-0400 (EDT)
18.240000000000002,52.488,Tue Jul 15 2014 10:24:00 GMT-0400 (EDT)
135.01800000000003,416.483,Tue Jul 15 2014 11:24:00 GMT-0400 (EDT)
64.34700000000001,186.65900000000002,Tue Jul 15 2014 12:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 13:24:00 GMT-0400 (EDT)
23.026,53.408,Tue Jul 15 2014 14:24:00 GMT-0400 (EDT)
172.086,491.968,Tue Jul 15 2014 15:24:00 GMT-0400 (EDT)
98.086,273.573,Tue Jul 15 2014 16:24:00 GMT-0400 (EDT)
205.587,555.119,Tue Jul 15 2014 17:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 18:24:00 GMT-0400 (EDT)
79.733,206.76399999999998,Tue Jul 15 2014 19:24:00 GMT-0400 (EDT)
25.927,55.614,Tue Jul 15 2014 20:24:00 GMT-0400 (EDT)
110.60499999999999,296.82000000000005,Tue Jul 15 2014 21:24:00 GMT-0400 (EDT)
106.83699999999999,253.558,Tue Jul 15 2014 22:24:00 GMT-0400 (EDT)
110.672,279.886,Tue Jul 15 2014 23:24:00 GMT-0400 (EDT)
175.049,415.58900000000006,Wed Jul 16 2014 00:24:00 GMT-0400 (EDT)
0,0,Wed Jul 16 2014 01:24:00 GMT-0400 (EDT)
86.37899999999999,201.01800000000003,Wed Jul 16 2014 02:24:00 GMT-0400 (EDT)
119.917,271.337,Wed Jul 16 2014 03:24:00 GMT-0400 (EDT)
31.335,59.95,Wed Jul 16 2014 04:24:00 GMT-0400 (EDT)
118.6,275.975,Wed Jul 16 2014 05:24:00 GMT-0400 (EDT)
0,0,Wed Jul 16 2014 06:24:00 GMT-0400 (EDT)
122.881,271.725,Wed Jul 16 2014 07:24:00 GMT-0400 (EDT)
0,0,Wed Jul 16 2014 08:24:00 GMT-0400 (EDT)
99.708,222.92200000000003,Wed Jul 16 2014 09:24:00 GMT-0400 (EDT)
0,0,Wed Jul 16 2014 10:24:00 GMT-0400 (EDT)
138.13600000000002,293.73699999999997,Wed Jul 16 2014 11:24:00 GMT-0400 (EDT)
0,0,Wed Jul 16 2014 12:24:00 GMT-0400 (EDT)
0,0,Wed Jul 16 2014 13:24:00 GMT-0400 (EDT)
0,0,Wed Jul 16 2014 14:24:00 GMT-0400 (EDT)
240.39899999999997,550.972,Wed Jul 16 2014 15:24:00 GMT-0400 (EDT)
0,0,Wed Jul 16 2014 16:24:00 GMT-0400 (EDT)
102.98499999999999,241.67,Wed Jul 16 2014 17:24:00 GMT-0400 (EDT)
76.11600000000001,144.834,Wed Jul 16 2014 18:24:00 GMT-0400 (EDT)
