Force,Position,date
484.01,240.37,Mon Jul 14 2014 07:24:00 GMT-0400 (EDT)
373.56,161.26,Mon Jul 14 2014 07:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 07:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 07:42:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 07:48:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 07:54:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:00:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:06:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:12:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:18:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 08:42:00 GMT-0400 (EDT)
583.56,183.65,Mon Jul 14 2014 08:48:00 GMT-0400 (EDT)
454.97,250.62,Mon Jul 14 2014 08:54:00 GMT-0400 (EDT)
507.96,243.74,Mon Jul 14 2014 09:00:00 GMT-0400 (EDT)
566.45,190.66,Mon Jul 14 2014 09:06:00 GMT-0400 (EDT)
568.28,234.98,Mon Jul 14 2014 09:12:00 GMT-0400 (EDT)
459.54,267.83,Mon Jul 14 2014 09:18:00 GMT-0400 (EDT)
370.58,187.57,Mon Jul 14 2014 09:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:42:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:48:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:54:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:00:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:06:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:12:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:18:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:42:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:48:00 GMT-0400 (EDT)
395.45,241.07,Mon Jul 14 2014 10:54:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:00:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:06:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:12:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:18:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:42:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:48:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:54:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:00:00 GMT-0400 (EDT)
610.94,293.32,Mon Jul 14 2014 12:06:00 GMT-0400 (EDT)
583.98,187.91,Mon Jul 14 2014 12:12:00 GMT-0400 (EDT)
581.12,178.9,Mon Jul 14 2014 12:18:00 GMT-0400 (EDT)
384.6,251.69,Mon Jul 14 2014 12:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:42:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:48:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 12:54:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:00:00 GMT-0400 (EDT)
366.6,253.55,Mon Jul 14 2014 13:06:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:12:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:18:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:42:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 13:48:00 GMT-0400 (EDT)
588.84,236.78,Mon Jul 14 2014 13:54:00 GMT-0400 (EDT)
471.84,258.75,Mon Jul 14 2014 14:00:00 GMT-0400 (EDT)
377.25,215.02,Mon Jul 14 2014 14:06:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:12:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:18:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 14:30:00 GMT-0400 (EDT)
