Force,Position,date
145.53,599.98,Mon Jul 14 2014 07:24:00 GMT-0400 (EDT)
72.37,448.07,Mon Jul 14 2014 07:30:00 GMT-0400 (EDT)
89.45,576.34,Mon Jul 14 2014 07:36:00 GMT-0400 (EDT)
196.61,454.62,Mon Jul 14 2014 07:42:00 GMT-0400 (EDT)
52.17,452.52,Mon Jul 14 2014 07:48:00 GMT-0400 (EDT)
72.37,404.55,Mon Jul 14 2014 07:54:00 GMT-0400 (EDT)
179.84,609.87,Mon Jul 14 2014 08:00:00 GMT-0400 (EDT)
97.35,505.07,Mon Jul 14 2014 08:06:00 GMT-0400 (EDT)
42.47,529.18,Mon Jul 14 2014 08:12:00 GMT-0400 (EDT)
144.42,556.74,Mon Jul 14 2014 08:18:00 GMT-0400 (EDT)
103.14,549.57,Mon Jul 14 2014 08:24:00 GMT-0400 (EDT)
20.76,545.22,Mon Jul 14 2014 08:30:00 GMT-0400 (EDT)
111.24,499.34,Mon Jul 14 2014 08:36:00 GMT-0400 (EDT)
116.84,499.6,Mon Jul 14 2014 08:42:00 GMT-0400 (EDT)
59.69,533.31,Mon Jul 14 2014 08:48:00 GMT-0400 (EDT)
151.23,621.58,Mon Jul 14 2014 08:54:00 GMT-0400 (EDT)
132.68,421.12,Mon Jul 14 2014 09:00:00 GMT-0400 (EDT)
68.43,439.85,Mon Jul 14 2014 09:06:00 GMT-0400 (EDT)
109.02,377.17,Mon Jul 14 2014 09:12:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:18:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:42:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:48:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 09:54:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:00:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 10:06:00 GMT-0400 (EDT)
196.81,582.97,Mon Jul 14 2014 10:12:00 GMT-0400 (EDT)
87.59,408.33,Mon Jul 14 2014 10:18:00 GMT-0400 (EDT)
65.71,579.55,Mon Jul 14 2014 10:24:00 GMT-0400 (EDT)
156.58,632.42,Mon Jul 14 2014 10:30:00 GMT-0400 (EDT)
113.32,641.51,Mon Jul 14 2014 10:36:00 GMT-0400 (EDT)
54.2,519.49,Mon Jul 14 2014 10:42:00 GMT-0400 (EDT)
147.6,436.99,Mon Jul 14 2014 10:48:00 GMT-0400 (EDT)
122.22,550.6,Mon Jul 14 2014 10:54:00 GMT-0400 (EDT)
105.84,449.41,Mon Jul 14 2014 11:00:00 GMT-0400 (EDT)
139.3,619.42,Mon Jul 14 2014 11:06:00 GMT-0400 (EDT)
151.23,377.18,Mon Jul 14 2014 11:12:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:18:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:24:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:30:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:36:00 GMT-0400 (EDT)
0,0,Mon Jul 14 2014 11:42:00 GMT-0400 (EDT)
